yaml.github-actions.security.run-shell-injection.run-shell-injection	/src/.github/workflows/update-challenges-ebook.yml	22	Using variable interpolation `${{...}}` with `github` context data in a `run:` step could allow an attacker to inject their own code into the runner. This would allow them to steal secrets and code. `github` context data can have arbitrary user input and should be treated as untrusted. Instead, use an intermediate environment variable with `env:` to store the data and use the environment variable in the `run:` script. Be sure to use double-quotes the environment variable, like this: "$ENVVAR".
yaml.github-actions.security.run-shell-injection.run-shell-injection	/src/.github/workflows/update-challenges-www-legacy.yml	27	Using variable interpolation `${{...}}` with `github` context data in a `run:` step could allow an attacker to inject their own code into the runner. This would allow them to steal secrets and code. `github` context data can have arbitrary user input and should be treated as untrusted. Instead, use an intermediate environment variable with `env:` to store the data and use the environment variable in the `run:` script. Be sure to use double-quotes the environment variable, like this: "$ENVVAR".
yaml.github-actions.security.run-shell-injection.run-shell-injection	/src/.github/workflows/update-challenges-www-legacy.yml	36	Using variable interpolation `${{...}}` with `github` context data in a `run:` step could allow an attacker to inject their own code into the runner. This would allow them to steal secrets and code. `github` context data can have arbitrary user input and should be treated as untrusted. Instead, use an intermediate environment variable with `env:` to store the data and use the environment variable in the `run:` script. Be sure to use double-quotes the environment variable, like this: "$ENVVAR".
yaml.github-actions.security.run-shell-injection.run-shell-injection	/src/.github/workflows/update-challenges-www.yml	27	Using variable interpolation `${{...}}` with `github` context data in a `run:` step could allow an attacker to inject their own code into the runner. This would allow them to steal secrets and code. `github` context data can have arbitrary user input and should be treated as untrusted. Instead, use an intermediate environment variable with `env:` to store the data and use the environment variable in the `run:` script. Be sure to use double-quotes the environment variable, like this: "$ENVVAR".
yaml.github-actions.security.run-shell-injection.run-shell-injection	/src/.github/workflows/update-challenges-www.yml	36	Using variable interpolation `${{...}}` with `github` context data in a `run:` step could allow an attacker to inject their own code into the runner. This would allow them to steal secrets and code. `github` context data can have arbitrary user input and should be treated as untrusted. Instead, use an intermediate environment variable with `env:` to store the data and use the environment variable in the `run:` script. Be sure to use double-quotes the environment variable, like this: "$ENVVAR".
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection	/src/data/static/codefixes/dbSchemaChallenge_1.ts	5	Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection	/src/data/static/codefixes/dbSchemaChallenge_3.ts	11	Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection	/src/data/static/codefixes/unionSqlInjectionChallenge_1.ts	6	Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection	/src/data/static/codefixes/unionSqlInjectionChallenge_3.ts	10	Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.
javascript.jsonwebtoken.security.jwt-hardcode.hardcoded-jwt-secret	/src/lib/insecurity.ts	56	A hard-coded credential was detected. It is not recommended to store credentials in source-code, as this risks secrets being leaked and used by either an internal or external malicious adversary. It is recommended to use environment variables to securely provide credentials or retrieve credentials from a secure vault or HSM (Hardware Security Module).
javascript.express.security.injection.raw-html-format.raw-html-format	/src/routes/chatbot.ts	205	User data flows into the host portion of this manually-constructed HTML. This can introduce a Cross-Site-Scripting (XSS) vulnerability if this comes from user-provided input. Consider using a sanitization library such as DOMPurify to sanitize the HTML within.
javascript.express.security.audit.express-res-sendfile.express-res-sendfile	/src/routes/fileServer.ts	33	The application processes user-input, this is passed to res.sendFile which can allow an attacker to arbitrarily read files on the system through path traversal. It is recommended to perform input validation in addition to canonicalizing the path. This allows you to validate the path against the intended directory it should be accessing.
javascript.express.security.audit.express-res-sendfile.express-res-sendfile	/src/routes/keyServer.ts	14	The application processes user-input, this is passed to res.sendFile which can allow an attacker to arbitrarily read files on the system through path traversal. It is recommended to perform input validation in addition to canonicalizing the path. This allows you to validate the path against the intended directory it should be accessing.
javascript.express.security.audit.express-res-sendfile.express-res-sendfile	/src/routes/logfileServer.ts	14	The application processes user-input, this is passed to res.sendFile which can allow an attacker to arbitrarily read files on the system through path traversal. It is recommended to perform input validation in addition to canonicalizing the path. This allows you to validate the path against the intended directory it should be accessing.
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection	/src/routes/login.ts	34	Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.
javascript.express.security.audit.express-res-sendfile.express-res-sendfile	/src/routes/quarantineServer.ts	14	The application processes user-input, this is passed to res.sendFile which can allow an attacker to arbitrarily read files on the system through path traversal. It is recommended to perform input validation in addition to canonicalizing the path. This allows you to validate the path against the intended directory it should be accessing.
javascript.express.security.audit.express-open-redirect.express-open-redirect	/src/routes/redirect.ts	19	The application redirects to a URL specified by user-supplied input `query` that is not validated. This could redirect users to malicious locations. Consider using an allow-list approach to validate URLs, or warn users they are being redirected to a third-party website.
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection	/src/routes/search.ts	23	Detected a sequelize statement that is tainted by user-input. This could lead to SQL injection if the variable is user-controlled and is not properly sanitized. In order to prevent SQL injection, it is recommended to use parameterized queries or prepared statements.
javascript.lang.security.audit.code-string-concat.code-string-concat	/src/routes/userProfile.ts	62	Found data from an Express or Next web request flowing to `eval`. If this data is user-controllable this can lead to execution of arbitrary system commands in the context of your application process. Avoid `eval` whenever possible.
